comments_disabled; id; edge_media_to_caption; shortcode; edge_media_to_comment; taken_at_timestamp; dimension; edge_liked_by; owner; is_video
False; 2198007316876295083; :Santa_Claus::sparkles::Christmas_tree:And the winner is... @romeosommerfeld. Herzlichen Glückwunsch zum Gewinn eines HPI-Thermobechers. Bitte melde dich per Privatnachricht bei uns.  Wer dieses Mal kein Glück hatte: Am Sonntag gibt es das nächste kleine #Adventsrätsel. Ein schönes Adventswochenende! :candle::cookie::candle::hot_beverage::candle: ###### Lösung Die ersten beiden Rentiere stellen sich irgendwie in eine Reihe hin. Jede Rentier, das nun raus kommt, sieht die Reihe sortiert vor sich und stellt sich an die Stelle, wo ein Rentier mit rotem und ein Rentier mit blauem Geschirr nebeneinander stehen (falls es so eine Stelle nicht gibt, stellt es sich an ein Ende der Reihe). Dadurch bleiben die Rentiere sortiert und sind es also auch am Ende. ###### Ende Lösung  #hassoplattnerinstitut #adventsrätsel #vorweihnachtszeit #advent #gewinnspiel #thermobecher #studentenleben #campusgriebnitzsee #hpibecher #nikolaus #potsdam #winnerwinnerchickendinner #christmas #xmas #verlosung; B6A5AJYHvur; 0; 1576242912; (810, 1080); 43; 3586349215; False
False; 2195898774772708714; Was für ein tolles HPI Startup Bootcamp am vergangenen Wochenende. Rund 50 Teilnehmer aus verschiedenen Fachrichtungen feilten in Teams an ihren Startup Ideen. Industriepartner war @rollsroycede. :light_bulb::light_bulb::light_bulb: What a great HPI Startup Bootcamp last weekend. More than 50 participants worked in their startup ideas. #hassoplattnerinstitut #campusgriebnitzsee #hpibootcamp2019 #entrepreneurship #startup #eschool #teamwork #create #realize #studentenleben #work #business; B55Zk0hCvVq; 0; 1575991554; (767, 1080); 86; 3586349215; False
False; 2194285471197183708; :candle: :candle:#Adventsrätsel: Heute gibt es das zweite Adventsrätsel für euch. Für die Antwort habt ihr bis Freitag, den 13.12.19 um 12 Uhr Zeit. Unter allen korrekten Antworten verlosen wir wieder einen #HPIBecher. Viel Erfolg und einen schönen 2. Advent. :Christmas_tree::wrapped_gift::cookie::keycap_digit_two: #adventsrätsel #advent #gewinnspiel #logik #quiz #rätsel #rätseln #hassoplattnerinstitut #campusgriebnitzsee #studentenleben #studentlife #campusleben; B5zqwKegj7c; 7; 1575799233; (1080, 1080); 40; 3586349215; False
False; 2192918741401367231; :Santa_Claus::sparkles::Christmas_tree:And the winner is... @chiara_mk Herzlichen Glückwunsch zum Gewinn eines HPI-Thermobechers. Bitte melde dich per Privatnachricht bei uns.  Wer dieses Mal kein Glück hatte: Am Sonntag gibt es das nächste kleine #Adventsrätsel. Einen schönen Nikolaustag und stay tuned!  Und hier die richtige Lösung zu unserem ersten Adventsrätsel:  ###### Lösung Neben jeder Person, die immer die Wahrheit sagt, stehen nur Lügner (sonst hätte die Person ja gelogen). Neben jedem Lügner stehen nur Wahrsager (sonst hätte die Person ja die Wahrheit gesagt). Also stehen immer abwechselnd Lügner und Wahrsager, es muss also ebenso viele Lügner wie Wahrsager geben, es geht also nur eine gerade Anzahl an Personen. Also ist die Aussage, dass es 23 Personen sind, eine Lüge. Damit ist die andere Person ein Wahrsager und sagt somit korrekt, dass es 28 Personen sind, womit es genau 14 Lügner gibt. ###### Ende Lösung  #hassoplattnerinstitut #adventsrätsel #vorweihnachtszeit #advent #gewinnspiel #thermobecher #studentenleben #campusgriebnitzsee #hpibecher #nikolaus #potsdam #winnerwinnerchickendinner #christmas #xmas #verlosung; B5uz_oKhnK_; 1; 1575636306; (801, 1080); 75; 3586349215; False
False; 2190839613022145052; Huch, was machen die denn da? So sah es natürlich nicht aus bei der HPI Code Night im November, zu der rund 50 Schüler und Schülerinnen aus ganz Deutschland anreisten. Eine Nacht lang wurde an verschiedenen Projekten gearbeitet. Powernappen erlaubt, wurde aber nicht von Gebrauch gemacht, fast alle programmierten tatsächlich die Nacht durch. :woman_technologist::man_technologist::adult:‍:laptop_computer::laptop_computer::mobile_phone::desktop_computer::keyboard:Whaaaat are they doing? Of course it didn’t look like that at all at the HPI Code Night with 50 pupils from all over Germany. For one night, they coded different projects. #hassoplattnerinstitut #campusgriebnitzsee #kidswhocode #codinglife #codenight #allnightlong #geeks #potsdam #programming #programmer #computerscience; B5nbQU-Cgoc; 0; 1575388455; (720, 1080); 80; 3586349215; False
False; 2189219167840788685; Dezember-Herbst.  #liquidambarstyraciflua #ambertree #amberbaum #autumncolors #herbstfarben #herbstlaub #campusgriebnitzsee #potsdam #kopfsteinpflaster #nofilter; B5hqzvyoGDN; 1; 1575195283; (1080, 1080); 25; 4552249397; False
False; 2189212055675032604; :candle: #Adventsrätsel: Heute beginnen wir mit unseren weihnachtlichen Adventsrätseln. Jeden Sonntag bis Weihnachten gibt es ein kleines Rätsel, für die Antwort habt ihr immer bis zum folgenden Freitag 12 Uhr Zeit. Unter allen korrekten Antworten verlosen wir je Rätsel einen #HPIBecher. Viel Erfolg und einen schönen 1. Advent. :Christmas_tree::wrapped_gift::cookie::keycap_digit_one: #adventsrätsel #advent #gewinnspiel #logik #quiz #rätsel #rätseln #hassoplattnerinstitut #campusgriebnitzsee #studentenleben #studentlife #campusleben; B5hpMQEg1Qc; 19; 1575194435; (1080, 1080); 46; 3586349215; False
False; 2186408118355979505; What an afternoon that was at the #berlinforum yesterday! If you did not follow our stories, check our Highlight „MPM 19-20“ to catch up! #mpm_potsdam; B5Xrpl8o2zx; 2; 1574860180; (1080, 1080); 28; 7706577567; False
False; 2185751079726795385; Ein kleiner Rückblick zum sehr gut besuchten HPI - Mount Sinai Digital Health Forum in der letzten Woche. Ein voller Erfolg. :pill::syringe::laptop_computer::mobile_phone: A little throwback to last week's very well attended HPI - Mount Sinai #DigitalHealthForum. It was a geat success. #hassoplattnerinstitut #mountsinai #digitalhealth #hpi_health #campusgriebnitzsee #potsdam #ehealth #medicine; B5VWQbCisp5; 0; 1574781855; (759, 1080); 71; 3586349215; False
False; 2176985451655744957; I don‘t know how you like this season, but we love our office view in autumn :red_heart: #mpm_potsdam #campusgriebnitzsee; B42NLvvIk29; 4; 1573736910; (1350, 1080); 49; 7706577567; False
False; 2175837035542323831; #CampusGriebnitzsee; B4yIEF4o6J3; 0; 1573600008; (1350, 1080); 4; 11434483903; False
False; 2170548928998091394; Schon vorbei - drei Tage voller #20jahrehpi mit vielen tollen Momenten für die Ewigkeit. :party_popper::sparkles::bottle_with_popping_cork::microphone: :sparkles::bottle_with_popping_cork::party_popper:That was it - three days full of #20yearshpi and many amazing memories. #celebration #jubiläum #20jahre #hassoplattnerinstitut #hassoplattner #lakehpi #campusgriebnitzsee #potsdam #internet50 #50jahreinternet #thanxhasso #digitaltransformation #güntherjauch #letscelebrate; B4fVsA4iSqC; 1; 1572969617; (866, 1080); 134; 3586349215; False
