comments_disabled; id; edge_media_to_caption; shortcode; edge_media_to_comment; taken_at_timestamp; dimension; edge_liked_by; owner; is_video
False; 2238630377495957048; Robotics4Future braucht Eure Hilfe. Bitte stimmt über den Link in der Bio ab. Dafür wäre wir Euch ewig dankbar - und die Kinder und Erwachsenen, die eine Möglichkeit bekommen, in das Thema Robotics und Programmieren einzutauchen. @robertarobotics und @fraunhofer_ipa würden sich auch freuen -) #robotics #vote #fraunhofer #socialresponsibility #tech #teach; B8RNneyC444; 0; 1581085558; (1080, 1080); 52; 8641992805; False
False; 2238510965931566801; Aufräumen im All ! Das Fraunhofer-Institut geht es an.:thumbs_up: #Fotoshooting #imagefilm #weltraumforschung #fraunhofer #weltraumschrott #wissenschaft #wissenschaftler; B8Qyd0GKubR; 0; 1581071323; (1350, 1080); 29; 5469251996; False
False; 2238132899488618369; Für Petra @provinzalin : :red_heart:liche Grüße aus #münchen #münchenmeinestadt  #fraunhofer #koflgschroa als Tanzfrühschoppenband  One of Munich‘s best loved bands in a new guise; B8PcgOSIleB; 6; 1581026254; (1080, 1080); 67; 573234656; False
False; 2238014661411363902; #dummgefragtdonnerstag Ja, die gibt es :nerd_face: Über 60% der Institute haben dafür sogar ein eigenes »Mit-Kind-Büro«. Ebenso gibt es standortbezogene Angebote zur Ferienbetreuung. Des weiteren hat Fraunhofer eine Kooperation mit dem pme Familienservice für die »Kindernotbetreuung«. #fraunhofer #fraunhoferdoch #arbeitenmitkind; B8PBnofilw-; 4; 1581012159; (1080, 1080); 36; 4112137767; False
False; 2237986098209371633; Unser #ThrowbackThursday beamt uns heute nach #Hermsdorf. 1992 erhielten wir den Auftrag, das Areal der ehemaligen Keramischen Werke Hermsdorf zu revitalisieren. Gesagt. Getan: Wir haben den knapp 53 Hektar großen Altstandort bis zum Jahr 2000 neu erschlossen und modernisiert. Heute fühlen sich hier rund 90 Unternehmen und Institutionen wohl, etwa das Fraunhofer Institut für keramische Technologien und Systeme (IKTS), TRIDELTA, LPC Laser- und Cut Processing, Mikro-Hybrid Elektronik und die Porzellanfabrik Hermsdorf. LEG:heart_suit:Thüringen. Sehr. . . #weloveceramics #fraunhofer #trideltacampushermsdorf #ostthueringen #porzellan #zukunft #legthueringen #legthüringen #throwback #hightech #jena #gera #thüringenfetzt #ausaltmachneu #entwicklung #thueringen #thüringen #industrie  @tridelta_campus @fraunhoferikts @dasistthueringen; B8O7H-8CDXx; 0; 1581008754; (1080, 1080); 32; 12042649415; False
False; 2237964112254557737; Today, the MSc students who in October started developing their thesis at Fraunhofer AICOS, presented their work and achievements so far, to an audience that included AICOS researchers and collaborators.  This workshop allowed them to prepare for the public defence of the thesis, as well as to demonstrate the practical utility of their work.  #Fraunhofer #AICOS #ProposingFutures #ImpactingLives #MSc; B8O2IC7AV4p; 0; 1581006133; (1080, 1080); 18; 6567555936; False
False; 2237857484660473612; #machinelearning #fraunhofer #fraunhoferinstitut; B8Od4aPIv8M; 1; 1580993422; (720, 1080); 10; 3605138207; False
False; 2237825525522081040; Components made light: Discover laser processes for lightweight materials and hybrid joints – meet us at JEC World 2020 in Paris: March 3–5, hall 5A | L97!  More information: s.fhg.de/8n6  s.fhg.de/mmK  #efre #europeanunion #robot #ultrafastlasers #laserdrilling #carbonfiber #jecworld #jecworld2020 #cfrp #lightweight #fraunhofer #laser #fraunhoferilt #innovation #lasercongress #akl20 #photonics #angewandteforschung #forschung @ita_rwth  @fraunhofergesellschaft  @rwthaachenuniversity; B8OWnV-C6UQ; 0; 1580989612; (717, 1080); 23; 7598001063; False
False; 2237348819879064067; Danke an Mailo - eine unserer Lead-Userinnen - fürs Ausprobieren & Testen unseres Clean & Care Oils. Wir sind schon sehr gespannt auf weitere User-Feedbacks!  Neben der leichten Reinigung, dem schönen, entspannten Hautgefühl, das zurückbleibt, und der Inhaltsstoffe natürlichen Ursprungs sind wir stolz auf den Pflege-Effekt unseres Clean & Care Oils und darauf, dass keinerlei Öl-Rückstände auf der Haut zurückbleiben.  Clean & care oil coming soon! . . . .  Many thanks to Mailo - one of our lead users - for checking out our new clean & care oil! We are excited to hear more from our lead users that tested our product.  We are happy that Mailo (lead user who tested the product) was surprised how easy it is to clean the face with our new clean & care oil, that it leaves the skin nice and relaxed and that only natural ingredients are used to mix it. We are proud that our clean & care oil leaves no oil residue while nourishing and grooming the skin.  Product coming soon! . . . .  #skincare #skinmade #listentoyourskin #cleanser #personalizedcream #cosmetics #technique #feeling #startup #stuttgart #hamburg #berlin #frankfurt #douglas #fraunhofer #dermarest #ocm #vegancosmetics #cleanbeauty #mildcleansing #cleansingoil #facialwash #premiumcosmetics #beauty #skincaregermany #skinroutine #skincareroutine #serum #love #artificialintelligence; B8MqOXPh_ID; 5; 1580932785; (1080, 1080); 36; 8375253984; False
False; 2237238741695707309; The Creative Art of Nature - beautiful and spectacular caleidoscopic patterns of laser light :green_heart:  with :copyright: to Theodor Hänsch, director of our laser spectroscopy group, who won a nobel prize in physics in 2005 . . . . . . . . . #artinnature #beauty #fresnel #diffraction #pinhole #laser #patterns #doubleslit #interferencepattern #wave #caleidoscope #quantumoptics #quantumphysics #quantummechanics #physics #maxplanck #fundamentalresearch #scienceart  #science #quantum #experimentalphysics #maxplanckinstitute #rareview #opticaltable #optics #lab #laserphysics #beautiful #fraunhofer #lenses; B8MRMg8g7it; 2; 1580919673; (750, 750); 90; 12344944735; True
False; 2237227557644082749; :cityscape_at_dusk: . . . #buildingsite #raw #shell #crane #constructionwork #constructionworker #dipper #truck #tipper #fraunhoferinstitut #fraunhofer  #newbuilding #architecture #kasselgram #kasselistschön #kasselfornia #casselfornia #wednesday #waytowork #wednesdaymorning #overthehump; B8MOpw_Fx49; 0; 1580918329; (810, 1080); 9; 14670788456; False
False; 2237033818514330704; Neue Technologien für die Behandlung von MS-PatientInnen stehen heute bei uns im Fokus. Das europäische Konsortium N2B trifft sich am Campus Stadt, um die Entwicklung einer neuen, vielversprechenden Behandlungsmethode von MS zu diskutieren, an der sie gemeinsam arbeiten. Mit dabei sind WissenschaftlerInnen der Fakultät #Biotechnologie sowie des #Fraunhofer-Institut für Grenzflächen- und Bioverfahrenstechnik in Stuttgart, die Patientenvertretung European MS Platform und die Firma #Beiter Formen- und Modellbau. Ihre Idee: Ein Patch, der direkt in die Nase eingeführt wird, sodass der Wirkstoff direkt ins Gehirn gelangt. Nose2Brain - N2B! #hbc #hochschulebiberach #biotech #N2B #ms; B8LimfXFRRQ; 0; 1580895233; (784, 1080); 45; 8569460437; False
False; 2236630747761278965; Again :upside-down_face::construction::articulated_lorry: . . . #buildingsite #raw #shell #crane #constructionwork #constructionworker #dipper #truck #tipper #fraunhoferinstitut #fraunhofer  #newbuilding #architecture #kasselgram #kasselistschön #kasselfornia #casselfornia #greatfeeling #luckyday #inlove #lovebeingloved #friendswillbefriends #couldyoubeloved #dienstag #dienstagmorgen #tuesdaymorning #tuesday; B8KG9CeBv_1; 0; 1580847184; (1080, 1080); 23; 14670788456; False
False; 2236601140280096207; The last dinner! (The RoboCT Crew, Fraunhofer EZRT. ) 28.01.2020.  #expressionism #individualism #painting #acrylic #team #memories #bestplacestogo #lastdinner #fraunhofer #; B8KAOMWoPXP; 3; 1580843654; (718, 1080); 17; 18346219208; False
False; 2236527442852360981; Hier werden Ideen  vorangetrieben :rocket::upside-down_face: im Ideentriebwerk der Fraunhofer IEM Paderborn. . Falls auch du ein künstlerisches Wandbild möchtest, dann schreibe mir für ein erstes Gespräch. Künstler: Sero Art aus Paderborn; B8JvdwRoLMV; 3; 1580834899; (422, 750); 17; 8246898849; True
False; 2236516442156228463; BMBF project SimConDrill for clean water - Nomination for Green Award! :four_leaf_clover:  The project team is developing a sustainable filter for the extraction of microplastics, which can be as small as 10 micrometers, from wastewater. For this great & green idea, the SimConDrill team is nominated for the Green Award 2020 / category “Innovation”. Support the team and vote :trophy: online until February 14: s.fhg.de/dG8!  More information: s.fhg.de/C7V  Project partners: @fraunhofer.ilt, @laserjobgmbh, Klass Filter GmbH, LUNOVU Integrated Laser Solutions GmbH and OptiY GmbH  @bmbf.bund @greentech_festival @fraunhofergesellschaft @fraunhofer.karriere  #celebratechange #greenawards2020 #greentech #greenaward #environment #BMBF #laser #microplastics #plasticwaste #wastewater #environmentalprotection #fraunhofer #fraunhoferilt #lasercongress #akl20 #laser #innovation #photonics #angewandteforschung #forschung; B8Js9rFCt9v; 5; 1580833557; (1080, 1080); 27; 7598001063; False
False; 2236483766272713382; In unserer neuen Titelstory geht es unter dem Titel »Licht ins Nachrichten-‚Chaos‘« um Komponenten in der Automatisierungstechnik, die ‚ungefragt‘ auf Basis der Pub/Sub-Mechanismen Nachrichten in das Netz von IoT-Protokollen, aber auch OPC UA senden.⁠ ⁠ Das neue Framework DANA soll das Problem lösen.⁠ Link in Bio.⁠ ⁠ #wirsindautomation; B8JliLSnOKm; 1; 1580829694; (1080, 1080); 20; 24889087620; False
False; 2236473560925896382; Früh üben sich unsere Nachwuchsforscher! :girl_medium-light_skin_tone::boy_light_skin_tone::girl_medium_skin_tone: Die Kinder des #Hochschulkindergarten #Dortmund hatten neulich die Gelegenheit das Neuste aus der Technik am Fraunhofer Institut IML zu bestaunen. Es hat uns unglaubliche Freude bereitet den wissbegierigen Kindern ihre Fragen zu beantworten!  Erste mündliche Jobbewerbungen sind dabei ebenfalls wohl schon eingegangen und wer weiß, vielleicht sieht man sich in Zukunft wieder. :woman_student_medium-light_skin_tone: :camera:: Robert Brodatzki #jungeforscher #hochschulkindergartendortmund #kitaausflug #fraunhoferinstitut #fraunhofer #kita #kindergartenAusflug #forschung #wissbegierig; B8JjNq0in6-; 1; 1580828446; (1079, 1080); 29; 16441245699; False
False; 2236427538052194624; Our researchers Jorge Ribeiro and David Ribeiro were in Vitznau, Switerzland, for the General Assembly of the Project #LIFANA.  The goal of this project is to develop software to support healthy nutrition through all phases of ageing, and AICOS’ main task is to develop a meal planning component, that recommends meals for a whole week based on the user’s personal profile.  More information at: https://www.aicos.fraunhofer.pt/en/our_work/projects/lifana.html  #Fraunhofer #AICOS #ProposingFutures #ImpactingLives #LIFANA; B8JYv8rgKFA; 0; 1580822959; (721, 1080); 14; 6567555936; False
